date,hour,普洱,汉中,雅安,北海,黑河
20220318,10,54.0,10.0,27.0,38.0,9.0
20220318,11,65.0,11.0,31.0,37.0,8.0
20220318,12,39.0,12.0,38.0,43.0,6.0
20220318,13,42.0,12.0,40.0,40.0,6.0
20220318,14,43.0,11.0,48.0,40.0,6.0
20220318,15,36.0,11.0,39.0,38.0,9.0
20220318,16,32.0,12.0,37.0,33.0,11.0
20220318,17,31.0,12.0,36.0,24.0,12.0
20220318,18,28.0,12.0,37.0,26.0,10.0
20220318,19,28.0,12.0,42.0,27.0,12.0
20220318,20,33.0,14.0,41.0,30.0,14.0
20220318,21,40.0,17.0,42.0,33.0,15.0
20220318,22,55.0,27.0,40.0,33.0,14.0
20220318,23,58.0,29.0,40.0,34.0,16.0
20220319,0,53.0,29.0,37.0,33.0,19.0
20220319,1,47.0,25.0,35.0,30.0,25.0
20220319,2,47.0,23.0,36.0,37.0,23.0
20220319,3,40.0,23.0,36.0,33.0,20.0
20220319,4,42.0,23.0,37.0,37.0,17.0
20220319,5,38.0,21.0,39.0,37.0,16.0
20220319,6,33.0,21.0,39.0,35.0,12.0
20220319,7,31.0,22.0,39.0,41.0,12.0
20220319,8,30.0,23.0,39.0,43.0,12.0
20220319,9,28.0,26.0,38.0,37.0,10.0
20220319,10,34.0,27.0,40.0,29.0,11.0
20220319,11,37.0,29.0,44.0,34.0,15.0
20220319,12,31.0,30.0,54.0,39.0,14.0
20220319,13,28.0,26.0,57.0,45.0,11.0
20220319,14,24.0,21.0,58.0,31.0,11.0
20220319,15,28.0,18.0,59.0,23.0,9.0
20220319,16,33.0,22.0,56.0,24.0,8.0
20220319,17,32.0,24.0,53.0,24.0,11.0
20220319,18,35.0,21.0,52.0,24.0,13.0
20220319,19,34.0,18.0,56.0,26.0,16.0
20220319,20,37.0,18.0,49.0,22.0,15.0
20220319,21,41.0,18.0,46.0,32.0,15.0
20220319,22,43.0,16.0,41.0,28.0,16.0
20220319,23,43.0,14.0,37.0,19.0,16.0
20220320,0,34.0,13.0,35.0,15.0,14.0
20220320,1,35.0,13.0,34.0,16.0,15.0
20220320,2,37.0,14.0,32.0,15.0,20.0
20220320,3,39.0,15.0,31.0,17.0,21.0
20220320,4,38.0,16.0,30.0,15.0,21.0
20220320,5,30.0,15.0,29.0,18.0,22.0
20220320,6,36.0,16.0,28.0,16.0,20.0
20220320,7,42.0,15.0,26.0,14.0,23.0
20220320,8,43.0,14.0,17.0,19.0,25.0
20220320,9,46.0,15.0,13.0,18.0,26.0
20220320,10,48.0,14.0,11.0,19.0,26.0
20220320,11,51.0,14.0,11.0,20.0,18.0
20220320,12,47.0,14.0,8.0,18.0,14.0
20220320,13,46.0,14.0,6.0,15.0,11.0
20220320,14,45.0,14.0,7.0,20.0,9.0
20220320,15,51.0,14.0,6.0,17.0,9.0
20220320,16,61.0,15.0,10.0,16.0,7.0
20220320,17,61.0,13.0,9.0,13.0,12.0
20220320,18,53.0,12.0,8.0,19.0,16.0
20220320,19,54.0,11.0,9.0,19.0,19.0
20220320,20,56.0,11.0,10.0,15.0,17.0
20220320,21,54.0,11.0,10.0,14.0,15.0
20220320,22,56.0,11.0,10.0,13.0,16.0
20220320,23,49.0,11.0,9.0,9.0,13.0
20220321,0,50.0,10.0,9.0,9.0,12.0
20220321,1,46.0,9.0,9.0,10.0,12.0
20220321,2,46.0,9.0,8.0,11.0,14.0
20220321,3,43.0,10.0,8.0,10.0,11.0
20220321,4,40.0,9.0,8.0,10.0,14.0
20220321,5,40.0,8.0,9.0,11.0,15.0
20220321,6,39.0,9.0,11.0,11.0,11.0
20220321,7,42.0,10.0,17.0,8.0,13.0
20220321,8,46.0,10.0,25.0,9.0,14.0
20220321,9,32.0,8.0,32.0,10.0,16.0
20220321,10,43.0,7.0,15.0,9.0,14.0
20220321,11,55.0,8.0,7.0,13.0,10.0
20220321,12,51.0,9.0,9.0,15.0,8.0
20220321,13,56.0,7.0,10.0,22.0,8.0
20220321,14,45.0,3.0,10.0,14.0,8.0
20220321,15,36.0,4.0,11.0,15.0,11.0
20220321,16,37.0,4.0,9.0,12.0,11.0
20220321,17,42.0,5.0,8.0,13.0,12.0
20220321,18,45.0,6.0,9.0,17.0,10.0
20220321,19,44.0,6.0,10.0,15.0,12.0
20220321,20,45.0,10.0,8.0,18.0,14.0
20220321,21,43.0,7.0,9.0,16.0,16.0
20220321,22,44.0,8.0,8.0,18.0,15.0
20220321,23,45.0,7.0,8.0,22.0,13.0
20220322,0,45.0,7.0,8.0,20.0,9.0
20220322,1,44.0,6.0,11.0,23.0,11.0
20220322,2,42.0,6.0,12.0,23.0,8.0
20220322,3,36.0,6.0,10.0,29.0,13.0
20220322,4,35.0,7.0,10.0,24.0,8.0
20220322,5,31.0,8.0,10.0,27.0,7.0
20220322,6,33.0,8.0,10.0,31.0,10.0
20220322,7,28.0,8.0,8.0,34.0,9.0
20220322,8,23.0,10.0,8.0,35.0,9.0
20220322,9,16.0,10.0,8.0,36.0,8.0
20220322,10,18.0,9.0,7.0,40.0,7.0
20220322,11,15.0,8.0,6.0,55.0,9.0
20220322,12,13.0,6.0,7.0,53.0,8.0
20220322,13,11.0,7.0,8.0,45.0,6.0
20220322,14,10.0,7.0,8.0,37.0,11.0
20220322,15,7.0,9.0,10.0,35.0,11.0
20220322,16,12.0,8.0,10.0,35.0,9.0
20220322,17,12.0,6.0,12.0,32.0,11.0
20220322,18,15.0,6.0,12.0,28.0,10.0
20220322,19,22.0,10.0,12.0,29.0,11.0
20220322,20,14.0,10.0,11.0,26.0,14.0
20220322,21,17.0,12.0,13.0,19.0,18.0
20220322,22,20.0,13.0,13.0,21.0,21.0
20220322,23,21.0,11.0,14.0,43.0,26.0
20220323,0,21.0,13.0,16.0,40.0,37.0
20220323,1,22.0,14.0,16.0,32.0,32.0
20220323,2,27.0,14.0,17.0,24.0,32.0
20220323,3,24.0,13.0,17.0,16.0,25.0
20220323,4,18.0,14.0,17.0,15.0,23.0
20220323,5,18.0,14.0,17.0,15.0,20.0
20220323,6,24.0,12.0,16.0,14.0,21.0
20220323,7,22.0,11.0,17.0,12.0,23.0
20220323,8,23.0,13.0,16.0,14.0,17.0
20220323,9,28.0,13.0,16.0,12.0,18.0
20220323,10,30.0,16.0,23.0,13.0,24.0
20220323,11,27.0,16.0,27.0,12.0,27.0
20220323,12,28.0,16.0,36.0,8.0,30.0
20220323,13,30.0,16.0,38.0,8.0,21.0
20220323,14,23.0,16.0,37.0,4.0,18.0
20220323,15,21.0,15.0,40.0,5.0,18.0
20220323,16,17.0,13.0,45.0,6.0,14.0
20220323,17,15.0,13.0,41.0,7.0,14.0
20220323,18,16.0,13.0,40.0,7.0,11.0
20220323,19,24.0,14.0,41.0,9.0,18.0
20220323,20,22.0,18.0,42.0,13.0,18.0
20220323,21,23.0,26.0,38.0,14.0,21.0
20220323,22,26.0,27.0,35.0,9.0,30.0
20220323,23,28.0,21.0,33.0,10.0,33.0
20220324,0,27.0,19.0,30.0,10.0,28.0
20220324,1,20.0,18.0,25.0,10.0,28.0
20220324,2,18.0,18.0,25.0,10.0,23.0
20220324,3,13.0,16.0,25.0,9.0,22.0
20220324,4,13.0,17.0,25.0,11.0,20.0
20220324,5,9.0,17.0,24.0,14.0,22.0
20220324,6,10.0,21.0,24.0,14.0,19.0
20220324,7,8.0,15.0,24.0,13.0,18.0
20220324,8,10.0,16.0,24.0,14.0,15.0
20220324,9,8.0,16.0,24.0,13.0,13.0
20220324,10,9.0,19.0,26.0,18.0,17.0
20220324,11,8.0,20.0,29.0,22.0,18.0
20220324,12,6.0,21.0,33.0,24.0,12.0
20220324,13,5.0,18.0,36.0,21.0,14.0
20220324,14,8.0,15.0,38.0,23.0,12.0
20220324,15,7.0,17.0,40.0,24.0,11.0
20220324,16,5.0,24.0,36.0,29.0,9.0
20220324,17,4.0,23.0,35.0,27.0,12.0
20220324,18,4.0,21.0,37.0,24.0,11.0
20220324,19,13.0,22.0,35.0,23.0,15.0
20220324,20,19.0,24.0,29.0,23.0,18.0
20220324,21,31.0,26.0,29.0,21.0,19.0
20220324,22,32.0,27.0,24.0,17.0,26.0
20220324,23,33.0,27.0,22.0,19.0,29.0
20220325,0,33.0,27.0,18.0,14.0,33.0
20220325,1,28.0,22.0,13.0,9.0,29.0
20220325,2,27.0,20.0,12.0,10.0,27.0
20220325,3,19.0,20.0,11.0,10.0,19.0
20220325,4,21.0,20.0,9.0,15.0,14.0
20220325,5,18.0,21.0,8.0,12.0,14.0
20220325,6,21.0,35.0,9.0,15.0,13.0
20220325,7,24.0,44.0,9.0,11.0,12.0
20220325,8,25.0,48.0,8.0,14.0,15.0
20220325,9,21.0,48.0,8.0,14.0,18.0
20220325,10,27.0,51.0,8.0,15.0,20.0
20220325,11,25.0,55.0,8.0,18.0,18.0
20220325,12,28.0,56.0,12.0,18.0,18.0
20220325,13,29.0,55.0,8.0,19.0,19.0
20220325,14,24.0,52.0,9.0,15.0,16.0
20220325,15,24.0,51.0,14.0,12.0,15.0
20220325,16,25.0,45.0,20.0,13.0,12.0
20220325,17,27.0,40.0,24.0,19.0,12.0
20220325,18,24.0,43.0,28.0,15.0,15.0
20220325,19,25.0,46.0,32.0,16.0,16.0
20220325,20,25.0,55.0,35.0,15.0,23.0
20220325,21,30.0,61.0,37.0,14.0,24.0
20220325,22,34.0,59.0,37.0,16.0,25.0
20220325,23,41.0,49.0,34.0,12.0,28.0
20220326,0,42.0,38.0,33.0,10.0,26.0
20220326,1,40.0,36.0,32.0,15.0,21.0
20220326,2,37.0,36.0,31.0,8.0,23.0
20220326,3,30.0,36.0,32.0,7.0,24.0
20220326,4,29.0,36.0,32.0,9.0,21.0
20220326,5,29.0,34.0,29.0,8.0,21.0
20220326,6,28.0,32.0,29.0,7.0,20.0
20220326,7,31.0,32.0,29.0,10.0,20.0
20220326,8,32.0,37.0,25.0,10.0,19.0
20220326,9,30.0,38.0,24.0,11.0,18.0
20220326,10,16.0,37.0,26.0,13.0,16.0
20220326,11,10.0,35.0,27.0,11.0,19.0
20220326,12,29.0,30.0,27.0,13.0,15.0
20220326,13,28.0,29.0,29.0,11.0,11.0
20220326,14,28.0,28.0,27.0,12.0,13.0
20220326,15,25.0,27.0,22.0,12.0,14.0
20220326,16,22.0,28.0,21.0,19.0,15.0
20220326,17,25.0,29.0,22.0,14.0,15.0
20220326,18,27.0,31.0,24.0,15.0,16.0
20220326,19,31.0,35.0,26.0,15.0,18.0
20220326,20,35.0,46.0,24.0,16.0,17.0
20220326,21,39.0,56.0,24.0,17.0,14.0
20220326,22,47.0,50.0,24.0,18.0,16.0
20220326,23,65.0,45.0,22.0,19.0,12.0
20220327,0,59.0,40.0,21.0,18.0,8.0
20220327,1,46.0,35.0,19.0,25.0,10.0
20220327,2,38.0,33.0,18.0,27.0,11.0
20220327,3,44.0,30.0,17.0,26.0,11.0
20220327,4,40.0,31.0,15.0,25.0,10.0
20220327,5,37.0,30.0,15.0,24.0,9.0
20220327,6,32.0,27.0,15.0,22.0,12.0
20220327,7,32.0,27.0,13.0,23.0,12.0
20220327,8,34.0,29.0,14.0,23.0,11.0
20220327,9,36.0,31.0,14.0,26.0,8.0
20220327,10,37.0,33.0,13.0,29.0,10.0
20220327,11,31.0,32.0,15.0,24.0,10.0
20220327,12,31.0,34.0,20.0,23.0,9.0
20220327,13,33.0,34.0,16.0,23.0,9.0
20220327,14,31.0,30.0,17.0,22.0,9.0
20220327,15,27.0,27.0,21.0,22.0,11.0
20220327,16,29.0,26.0,26.0,23.0,11.0
20220327,17,33.0,26.0,27.0,17.0,12.0
20220327,18,30.0,25.0,27.0,23.0,11.0
20220327,19,26.0,26.0,32.0,26.0,13.0
20220327,20,29.0,34.0,30.0,27.0,16.0
20220327,21,28.0,32.0,28.0,28.0,18.0
20220327,22,31.0,25.0,27.0,28.0,15.0
20220327,23,30.0,23.0,28.0,27.0,14.0
20220328,0,28.0,22.0,26.0,27.0,16.0
20220328,1,23.0,22.0,25.0,28.0,15.0
20220328,2,24.0,23.0,24.0,34.0,14.0
20220328,3,24.0,21.0,21.0,21.0,14.0
20220328,4,21.0,21.0,21.0,20.0,14.0
20220328,5,19.0,21.0,20.0,18.0,14.0
20220328,6,20.0,24.0,20.0,15.0,13.0
20220328,7,20.0,25.0,21.0,13.0,16.0
20220328,8,21.0,26.0,23.0,16.0,16.0
20220328,9,24.0,26.0,24.0,16.0,12.0
20220328,10,30.0,25.0,27.0,14.0,10.0
20220328,11,30.0,29.0,32.0,19.0,10.0
20220328,12,32.0,26.0,36.0,18.0,7.0
20220328,13,28.0,21.0,37.0,19.0,8.0
20220328,14,27.0,18.0,38.0,18.0,8.0
20220328,15,27.0,16.0,43.0,17.0,9.0
20220328,16,23.0,15.0,47.0,21.0,8.0
20220328,17,21.0,15.0,42.0,17.0,8.0
20220328,18,26.0,16.0,47.0,19.0,7.0
20220328,19,24.0,18.0,47.0,18.0,9.0
20220328,20,30.0,24.0,42.0,20.0,12.0
20220328,21,35.0,30.0,41.0,23.0,13.0
20220328,22,39.0,40.0,38.0,25.0,14.0
20220328,23,44.0,28.0,39.0,29.0,11.0
20220329,0,44.0,24.0,39.0,24.0,11.0
20220329,1,42.0,25.0,37.0,23.0,13.0
20220329,2,39.0,23.0,35.0,25.0,17.0
20220329,3,33.0,21.0,35.0,22.0,21.0
20220329,4,32.0,23.0,35.0,23.0,19.0
20220329,5,36.0,22.0,33.0,29.0,14.0
20220329,6,37.0,22.0,33.0,25.0,12.0
20220329,7,38.0,25.0,31.0,25.0,12.0
20220329,8,39.0,24.0,29.0,25.0,13.0
20220329,9,36.0,26.0,28.0,24.0,8.0
20220329,10,36.0,28.0,28.0,25.0,6.0
20220329,11,37.0,28.0,34.0,20.0,8.0
20220329,12,34.0,26.0,31.0,23.0,7.0
20220329,13,33.0,26.0,35.0,20.0,7.0
20220329,14,33.0,24.0,32.0,27.0,7.0
20220329,15,33.0,25.0,33.0,27.0,9.0
20220329,16,28.0,26.0,33.0,31.0,9.0
20220329,17,30.0,28.0,35.0,31.0,13.0
20220329,18,37.0,37.0,35.0,29.0,14.0
20220329,19,39.0,34.0,35.0,27.0,17.0
20220329,20,42.0,45.0,34.0,33.0,15.0
20220329,21,34.0,51.0,31.0,32.0,13.0
20220329,22,38.0,49.0,28.0,30.0,13.0
20220329,23,41.0,47.0,25.0,33.0,12.0
20220330,0,42.0,44.0,23.0,27.0,11.0
20220330,1,35.0,45.0,21.0,28.0,10.0
20220330,2,32.0,41.0,19.0,25.0,11.0
20220330,3,29.0,34.0,16.0,23.0,12.0
20220330,4,31.0,33.0,14.0,28.0,11.0
20220330,5,29.0,32.0,13.0,31.0,13.0
20220330,6,28.0,31.0,12.0,36.0,14.0
20220330,7,33.0,33.0,12.0,36.0,16.0
20220330,8,32.0,35.0,12.0,35.0,13.0
20220330,9,36.0,36.0,14.0,33.0,11.0
20220330,10,37.0,36.0,15.0,31.0,9.0
20220330,11,35.0,43.0,15.0,29.0,8.0
20220330,12,33.0,44.0,14.0,31.0,7.0
20220330,13,29.0,37.0,14.0,31.0,10.0
20220330,14,27.0,31.0,15.0,35.0,7.0
20220330,15,23.0,32.0,20.0,27.0,9.0
20220330,16,29.0,33.0,20.0,25.0,7.0
20220330,17,31.0,32.0,22.0,31.0,9.0
20220330,18,32.0,25.0,21.0,27.0,10.0
20220330,19,33.0,24.0,19.0,26.0,15.0
20220330,20,37.0,24.0,22.0,27.0,17.0
20220330,21,37.0,22.0,21.0,30.0,18.0
20220330,22,41.0,20.0,22.0,28.0,18.0
20220330,23,42.0,22.0,21.0,28.0,14.0
20220331,0,36.0,23.0,19.0,21.0,15.0
20220331,1,35.0,23.0,20.0,22.0,12.0
20220331,2,35.0,22.0,20.0,21.0,10.0
20220331,3,31.0,20.0,19.0,18.0,10.0
20220331,4,30.0,30.0,15.0,21.0,8.0
20220331,5,33.0,29.0,12.0,22.0,9.0
20220331,6,35.0,25.0,8.0,24.0,12.0
20220331,7,31.0,26.0,7.0,29.0,16.0
20220331,8,36.0,23.0,6.0,30.0,14.0
20220331,9,32.0,21.0,5.0,34.0,10.0
20220331,10,33.0,22.0,6.0,39.0,10.0
20220331,11,28.0,26.0,7.0,44.0,8.0
20220331,12,23.0,26.0,9.0,44.0,8.0
20220331,13,21.0,25.0,10.0,31.0,10.0
20220331,14,20.0,25.0,10.0,30.0,8.0
20220331,15,22.0,24.0,10.0,32.0,9.0
20220331,16,18.0,24.0,9.0,36.0,11.0
20220331,17,20.0,22.0,9.0,39.0,13.0
20220331,18,26.0,23.0,9.0,38.0,12.0
20220331,19,30.0,25.0,11.0,33.0,12.0
20220331,20,31.0,22.0,14.0,31.0,14.0
20220331,21,35.0,21.0,15.0,26.0,13.0
20220331,22,36.0,19.0,14.0,27.0,12.0
20220331,23,36.0,18.0,15.0,22.0,12.0
20220401,0,30.0,17.0,14.0,18.0,8.0
20220401,1,30.0,18.0,14.0,15.0,9.0
20220401,2,29.0,18.0,14.0,15.0,9.0
20220401,3,28.0,18.0,11.0,12.0,8.0
20220401,4,26.0,19.0,9.0,9.0,11.0
20220401,5,27.0,19.0,7.0,8.0,8.0
20220401,6,22.0,19.0,6.0,5.0,9.0
20220401,7,26.0,21.0,6.0,7.0,10.0
20220401,8,25.0,21.0,5.0,4.0,9.0
20220401,9,22.0,26.0,6.0,6.0,8.0
20220401,10,20.0,27.0,5.0,5.0,6.0
20220401,11,14.0,32.0,6.0,5.0,5.0
20220401,12,10.0,31.0,6.0,5.0,5.0
20220401,13,12.0,28.0,7.0,5.0,5.0
20220401,14,9.0,26.0,9.0,5.0,5.0
20220401,15,6.0,25.0,9.0,6.0,4.0
20220401,16,5.0,23.0,9.0,5.0,5.0
20220401,17,6.0,21.0,9.0,7.0,5.0
20220401,18,9.0,22.0,8.0,6.0,18.0
20220401,19,11.0,23.0,13.0,6.0,21.0
20220401,20,9.0,29.0,13.0,6.0,22.0
20220401,21,15.0,34.0,14.0,5.0,18.0
20220401,22,15.0,30.0,12.0,5.0,16.0
20220401,23,12.0,27.0,11.0,5.0,13.0
20220402,0,11.0,26.0,10.0,7.0,17.0
20220402,1,9.0,22.0,8.0,6.0,17.0
20220402,2,9.0,20.0,8.0,7.0,17.0
20220402,3,10.0,19.0,7.0,9.0,18.0
20220402,4,8.0,20.0,9.0,9.0,16.0
20220402,5,9.0,21.0,9.0,8.0,15.0
20220402,6,7.0,18.0,9.0,12.0,14.0
20220402,7,9.0,19.0,10.0,16.0,13.0
20220402,8,7.0,20.0,12.0,12.0,12.0
20220402,9,8.0,22.0,12.0,16.0,9.0
20220402,10,7.0,21.0,12.0,17.0,8.0
20220402,11,6.0,23.0,19.0,18.0,6.0
20220402,12,5.0,25.0,16.0,18.0,8.0
20220402,13,8.0,23.0,13.0,13.0,8.0
20220402,14,9.0,21.0,12.0,11.0,7.0
20220402,15,10.0,21.0,9.0,13.0,8.0
20220402,16,11.0,19.0,10.0,15.0,11.0
20220402,17,16.0,18.0,18.0,16.0,18.0
20220402,18,10.0,20.0,19.0,18.0,21.0
20220402,19,10.0,21.0,26.0,19.0,23.0
20220402,20,10.0,20.0,34.0,21.0,24.0
20220402,21,11.0,19.0,29.0,22.0,23.0
20220402,22,15.0,17.0,28.0,21.0,21.0
20220402,23,14.0,16.0,27.0,24.0,20.0
20220403,0,11.0,18.0,25.0,21.0,19.0
20220403,1,17.0,18.0,25.0,21.0,19.0
20220403,2,17.0,19.0,24.0,22.0,17.0
20220403,3,14.0,20.0,23.0,18.0,16.0
20220403,4,12.0,20.0,23.0,18.0,15.0
20220403,5,17.0,19.0,22.0,20.0,13.0
20220403,6,13.0,19.0,20.0,22.0,12.0
20220403,7,14.0,20.0,20.0,24.0,10.0
20220403,8,10.0,24.0,20.0,24.0,7.0
20220403,9,14.0,26.0,20.0,23.0,7.0
20220403,10,12.0,24.0,25.0,24.0,10.0
20220403,11,11.0,21.0,31.0,21.0,9.0
20220403,12,13.0,21.0,36.0,20.0,8.0
20220403,13,10.0,19.0,36.0,17.0,8.0
20220403,14,10.0,18.0,37.0,16.0,14.0
20220403,15,9.0,19.0,35.0,15.0,19.0
20220403,16,9.0,18.0,33.0,16.0,22.0
20220403,17,6.0,18.0,32.0,16.0,29.0
20220403,18,5.0,19.0,32.0,19.0,27.0
20220403,19,6.0,21.0,33.0,19.0,22.0
20220403,20,7.0,19.0,32.0,21.0,20.0
20220403,21,17.0,21.0,27.0,22.0,20.0
20220403,22,19.0,28.0,27.0,28.0,22.0
20220403,23,18.0,22.0,26.0,27.0,20.0
20220404,0,19.0,13.0,24.0,25.0,27.0
20220404,1,18.0,12.0,22.0,17.0,32.0
20220404,2,14.0,13.0,20.0,18.0,27.0
20220404,3,15.0,13.0,19.0,23.0,25.0
20220404,4,12.0,13.0,16.0,25.0,25.0
20220404,5,13.0,12.0,14.0,27.0,26.0
20220404,6,11.0,11.0,13.0,30.0,25.0
20220404,7,11.0,9.0,14.0,31.0,20.0
20220404,8,13.0,9.0,13.0,37.0,17.0
20220404,9,12.0,12.0,12.0,36.0,16.0
20220404,10,12.0,14.0,12.0,34.0,12.0
20220404,11,12.0,18.0,12.0,30.0,9.0
20220404,12,17.0,18.0,15.0,32.0,9.0
20220404,13,19.0,19.0,12.0,25.0,5.0
20220404,14,15.0,17.0,10.0,23.0,9.0
20220404,15,13.0,16.0,9.0,26.0,9.0
20220404,16,10.0,16.0,11.0,31.0,10.0
20220404,17,14.0,16.0,12.0,30.0,10.0
20220404,18,11.0,15.0,12.0,33.0,10.0
20220404,19,13.0,14.0,13.0,32.0,12.0
20220404,20,18.0,17.0,15.0,29.0,12.0
20220404,21,21.0,22.0,17.0,28.0,13.0
20220404,22,25.0,21.0,19.0,23.0,13.0
20220404,23,23.0,20.0,19.0,19.0,10.0
20220405,0,23.0,20.0,19.0,22.0,11.0
20220405,1,19.0,17.0,16.0,20.0,8.0
20220405,2,21.0,17.0,14.0,19.0,8.0
20220405,3,17.0,17.0,12.0,21.0,7.0
20220405,4,19.0,16.0,13.0,20.0,10.0
20220405,5,18.0,15.0,11.0,24.0,11.0
20220405,6,19.0,13.0,11.0,26.0,11.0
20220405,7,16.0,14.0,10.0,36.0,11.0
20220405,8,14.0,16.0,11.0,41.0,11.0
20220405,9,17.0,19.0,13.0,45.0,10.0
20220405,10,16.0,18.0,21.0,40.0,7.0
20220405,11,16.0,17.0,22.0,40.0,9.0
20220405,12,13.0,16.0,19.0,35.0,9.0
20220405,13,13.0,16.0,16.0,38.0,11.0
20220405,14,12.0,15.0,9.0,34.0,9.0
20220405,15,15.0,14.0,9.0,34.0,13.0
20220405,16,14.0,16.0,19.0,35.0,17.0
20220405,17,16.0,23.0,24.0,39.0,15.0
20220405,18,15.0,26.0,28.0,38.0,17.0
20220405,19,19.0,29.0,27.0,44.0,20.0
20220405,20,22.0,37.0,26.0,43.0,21.0
20220405,21,26.0,48.0,26.0,42.0,20.0
20220405,22,29.0,45.0,27.0,42.0,19.0
20220405,23,26.0,38.0,26.0,49.0,20.0
20220406,0,30.0,29.0,23.0,56.0,18.0
20220406,1,28.0,22.0,22.0,61.0,16.0
20220406,2,26.0,18.0,20.0,62.0,15.0
20220406,3,23.0,19.0,20.0,61.0,16.0
20220406,4,24.0,19.0,19.0,58.0,16.0
20220406,5,22.0,19.0,17.0,53.0,14.0
20220406,6,22.0,18.0,21.0,52.0,15.0
20220406,7,28.0,21.0,21.0,46.0,13.0
20220406,8,23.0,26.0,25.0,44.0,11.0
20220406,9,27.0,29.0,32.0,48.0,10.0
20220406,10,26.0,30.0,38.0,38.0,10.0
20220406,11,29.0,32.0,44.0,38.0,10.0
20220406,12,30.0,28.0,55.0,53.0,8.0
20220406,13,29.0,26.0,51.0,64.0,8.0
20220406,14,34.0,24.0,41.0,57.0,10.0
20220406,15,34.0,23.0,42.0,47.0,13.0
20220406,16,32.0,23.0,32.0,43.0,15.0
20220406,17,29.0,23.0,29.0,37.0,14.0
20220406,18,31.0,24.0,29.0,30.0,12.0
20220406,19,36.0,26.0,36.0,32.0,12.0
20220406,20,33.0,27.0,37.0,33.0,18.0
20220406,21,23.0,30.0,36.0,41.0,15.0
20220406,22,18.0,29.0,36.0,41.0,14.0
20220406,23,20.0,25.0,32.0,45.0,14.0
20220407,0,18.0,26.0,30.0,46.0,10.0
20220407,1,20.0,25.0,24.0,46.0,7.0
20220407,2,20.0,25.0,23.0,53.0,10.0
20220407,3,18.0,24.0,17.0,58.0,11.0
20220407,4,20.0,24.0,13.0,59.0,10.0
20220407,5,25.0,24.0,12.0,59.0,10.0
20220407,6,24.0,25.0,11.0,63.0,12.0
20220407,7,15.0,25.0,10.0,70.0,12.0
20220407,8,17.0,28.0,9.0,70.0,8.0
20220407,9,21.0,30.0,9.0,75.0,9.0
20220407,10,22.0,34.0,15.0,67.0,9.0
20220407,11,17.0,41.0,19.0,56.0,6.0
20220407,12,20.0,39.0,26.0,57.0,6.0
20220407,13,12.0,30.0,29.0,63.0,5.0
20220407,14,13.0,30.0,24.0,61.0,6.0
20220407,15,10.0,31.0,30.0,56.0,7.0
20220407,16,8.0,28.0,38.0,52.0,7.0
20220407,17,8.0,28.0,34.0,62.0,6.0
20220407,18,7.0,28.0,31.0,64.0,10.0
20220407,19,7.0,29.0,40.0,61.0,12.0
20220407,20,8.0,33.0,50.0,63.0,14.0
20220407,21,13.0,40.0,37.0,65.0,16.0
20220407,22,15.0,31.0,38.0,69.0,12.0
20220407,23,15.0,31.0,36.0,71.0,11.0
20220408,0,19.0,31.0,36.0,71.0,8.0
20220408,1,14.0,32.0,34.0,60.0,6.0
20220408,2,14.0,30.0,32.0,47.0,6.0
20220408,3,12.0,29.0,32.0,35.0,8.0
20220408,4,11.0,28.0,30.0,37.0,8.0
20220408,5,12.0,28.0,31.0,39.0,8.0
20220408,6,16.0,27.0,34.0,36.0,9.0
20220408,7,13.0,30.0,31.0,37.0,14.0
20220408,8,14.0,30.0,32.0,46.0,23.0
20220408,9,16.0,31.0,33.0,44.0,31.0
20220408,10,21.0,33.0,36.0,40.0,30.0
20220408,11,18.0,34.0,38.0,35.0,28.0
20220408,12,22.0,35.0,49.0,42.0,28.0
20220408,13,20.0,33.0,60.0,37.0,28.0
20220408,14,19.0,24.0,58.0,37.0,31.0
20220408,15,17.0,22.0,53.0,32.0,32.0
20220408,16,18.0,21.0,54.0,32.0,39.0
20220408,17,12.0,22.0,47.0,33.0,37.0
20220408,18,15.0,23.0,44.0,35.0,36.0
20220408,19,22.0,26.0,45.0,34.0,35.0
20220408,20,24.0,32.0,44.0,34.0,32.0
20220408,21,27.0,42.0,44.0,41.0,29.0
20220408,22,33.0,43.0,43.0,39.0,28.0
20220408,23,34.0,43.0,44.0,40.0,34.0
20220409,0,33.0,37.0,46.0,38.0,32.0
20220409,1,26.0,27.0,45.0,37.0,35.0
20220409,2,30.0,25.0,43.0,38.0,34.0
20220409,3,25.0,24.0,42.0,35.0,34.0
20220409,4,21.0,22.0,45.0,37.0,34.0
20220409,5,20.0,25.0,44.0,33.0,36.0
20220409,6,26.0,24.0,43.0,36.0,34.0
20220409,7,20.0,29.0,43.0,33.0,35.0
20220409,8,23.0,29.0,43.0,36.0,32.0
20220409,9,26.0,30.0,37.0,37.0,24.0
20220409,10,27.0,29.0,36.0,34.0,22.0
20220409,11,29.0,29.0,32.0,24.0,21.0
20220409,12,31.0,30.0,26.0,21.0,19.0
20220409,13,27.0,33.0,22.0,20.0,16.0
20220409,14,27.0,32.0,16.0,23.0,18.0
20220409,15,25.0,30.0,16.0,29.0,18.0
20220409,16,24.0,30.0,14.0,28.0,14.0
20220409,17,17.0,29.0,17.0,23.0,14.0
20220409,18,21.0,29.0,20.0,23.0,17.0
